company_id,company_name,industry_domain,salary,location,tools_and_technologies,role_name,role_category,experience_level
66,Robinhood,Fintech,20,Remote,"Python,Finance,ML",Data Scientist,AI,Mid
67,Asana,Tech,18,Remote,"React,JavaScript,UX",Frontend Engineer,Development,Mid
68,Notion,Tech,17,Remote,"JavaScript,Product,Design",Frontend Developer,Development,Mid
69,Figma,Tech,20,Remote,"JavaScript,UI,Collaboration",Frontend Engineer,Development,Mid
70,Canva,Tech,18,Remote,"React,Design,JavaScript",Frontend Developer,Development,Mid
71,Zoom,Tech,19,Remote,"Java,Networking,Cloud",Backend Engineer,Development,Mid
72,Cisco,Networking,12,Bangalore,"Networking,CCNA,Security",Network Engineer,Development,Mid
73,VMware,Tech,16,Bangalore,"Cloud,Virtualization,Java",Software Engineer,Development,Mid
74,RedHat,Tech,15,Bangalore,"Linux,OpenSource,Cloud",DevOps Engineer,Development,Mid
75,ServiceNow,Tech,14,Hyderabad,"JavaScript,Cloud,ITSM",Developer,Development,Mid
76,Snowflake,Tech,18,Bangalore,"SQL,Cloud,Data",Data Engineer,AI,Mid
77,Databricks,Tech,20,Bangalore,"Spark,Python,Big Data",Data Engineer,AI,Mid
78,Palantir,Tech,22,Remote,"Python,Data,Analytics",Data Engineer,AI,Mid
79,Salesforce,Tech,14,Hyderabad,"Apex,CRM,Cloud",Developer,Development,Mid
80,HubSpot,Tech,15,Remote,"Marketing,CRM,Analytics",Analyst,Analytics,Mid
81,Shopify,E-commerce,18,Remote,"Ruby,React,Ecom",Full Stack Dev,Development,Mid
82,Wayfair,E-commerce,17,Remote,"Java,Microservices,Cloud",Backend Engineer,Development,Mid
83,eBay,E-commerce,16,Bangalore,"Java,APIs,Cloud",Backend Engineer,Development,Mid
84,WalmartLabs,Retail,18,Bangalore,"Java,DSA,System Design",SDE,Development,Mid
85,Target,Retail,15,Bangalore,"Python,Data,Analytics",Data Analyst,Analytics,Mid
86,BigBasket,E-commerce,10,Bangalore,"Python,Django,SQL",Backend Dev,Development,Mid
87,Groww,Fintech,14,Bangalore,"Java,Finance,APIs",Backend Engineer,Development,Mid
88,Zerodha,Fintech,15,Bangalore,"Python,Trading,APIs",Backend Dev,Development,Mid
89,Upstox,Fintech,13,Mumbai,"Node.js,Trading,APIs",Backend Dev,Development,Mid
90,Dream11,Gaming,16,Mumbai,"Python,ML,Analytics",Data Scientist,AI,Mid
91,Games24x7,Gaming,15,Mumbai,"Java,Gaming,Backend",Backend Dev,Development,Mid
92,EASports,Gaming,18,Hyderabad,"C++,Gaming,Graphics",Game Dev,Development,Mid
93,Ubisoft,Gaming,17,Pune,"C++,Unity,Gaming",Game Dev,Development,Mid
94,TCSDigital,Tech,7,Mumbai,"Java,Cloud,DSA",Software Engineer,Development,Entry
95,InfosysEdge,Tech,7,Bangalore,"AI,Cloud,Python",AI Engineer,AI,Entry
